status,shortlong,forceIndex,trend2min,trend5min,trend10min,trend15min,buildDate
VENDIDO,VENDIDO,90,50,-20,-5,-100,1571172840000
LOSS,VENDIDO,3440,25,100,0,0,1571227440000
GAIN,COMPRADO,100,0,40,125,265,1571227740000
GAIN,COMPRADO,95,30,95,110,210,1571228040000
GAIN,VENDIDO,115,-5,35,-140,-135,1571229540000
GAIN,VENDIDO,135,-20,10,-160,-80,1571230140000
GAIN,VENDIDO,85,-140,-125,-100,-90,1571231640000
GAIN,VENDIDO,300,-30,-45,-280,-455,1571231940000
GAIN,VENDIDO,180,30,-120,-90,-235,1571232240000
GAIN,COMPRADO,165,15,120,140,130,1571233140000
LOSS,COMPRADO,85,-20,-20,65,75,1571233740000
GAIN,VENDIDO,85,5,-5,-110,-55,1571234340000
GAIN,VENDIDO,170,-35,-50,-110,-175,1571234640000
GAIN,COMPRADO,105,-10,75,115,55,1571235540000
GAIN,COMPRADO,125,-10,60,140,200,1571236140000
GAIN,COMPRADO,80,35,115,80,40,1571237040000
GAIN,COMPRADO,80,5,25,40,175,1571237340000
GAIN,VENDIDO,100,-10,-130,-80,-45,1571237940000
GAIN,VENDIDO,90,-5,-5,-80,-225,1571238240000
GAIN,COMPRADO,200,-10,85,195,155,1571238840000
GAIN,VENDIDO,130,-50,-110,-155,-155,1571239440000
GAIN,COMPRADO,95,25,15,105,60,1571240040000
GAIN,COMPRADO,125,0,40,115,155,1571240940000
GAIN,VENDIDO,135,20,-100,-125,-140,1571242140000
GAIN,VENDIDO,100,-5,-50,-120,-120,1571243340000
LOSS,VENDIDO,100,35,-55,-105,-200,1571243640000
GAIN,COMPRADO,115,20,25,150,10,1571243940000
GAIN,COMPRADO,150,70,75,145,205,1571244240000
GAIN,COMPRADO,135,35,70,150,165,1571245140000
GAIN,COMPRADO,125,5,45,45,180,1571245440000
GAIN,VENDIDO,95,-95,-100,-85,-60,1571245740000
GAIN,COMPRADO,130,20,130,145,115,1571246940000
GAIN,COMPRADO,95,35,85,125,245,1571247240000
GAIN,COMPRADO,120,50,15,120,145,1571247840000
GAIN,COMPRADO,155,115,135,120,160,1571249340000
LOSS,COMPRADO,110,15,40,120,125,1571249940000
GAIN,COMPRADO,220,50,140,180,130,1571250840000
LOSS,VENDIDO,80,-50,-20,-75,-45,1571251440000
LOSS,VENDIDO,80,-30,-45,-75,-75,1571255040000
GAIN,COMPRADO,85,10,35,110,180,1571255640000
GAIN,VENDIDO,10720,-125,-185,-160,0,1571313840000
GAIN,VENDIDO,100,10,5,-140,-90,1571314440000
GAIN,COMPRADO,210,35,10,205,160,1571315340000
GAIN,COMPRADO,90,5,0,90,-25,1571315940000
GAIN,COMPRADO,110,0,15,100,185,1571316240000
GAIN,COMPRADO,290,-95,280,320,295,1571318040000
GAIN,VENDIDO,95,-70,-60,-155,-80,1571318340000
GAIN,VENDIDO,145,-55,-155,-55,-150,1571319540000
GAIN,COMPRADO,200,-5,55,105,265,1571320140000
GAIN,COMPRADO,145,-5,35,175,215,1571320440000
GAIN,VENDIDO,215,-40,-45,-185,-155,1571321040000
GAIN,VENDIDO,95,-25,-70,-145,-175,1571321340000
GAIN,VENDIDO,110,25,-25,-25,-135,1571322540000
GAIN,VENDIDO,135,30,15,-30,-135,1571322840000
GAIN,VENDIDO,220,-135,-140,-240,-205,1571323740000
GAIN,COMPRADO,130,125,120,125,-25,1571324040000
LOSS,COMPRADO,185,10,25,175,285,1571324340000
LOSS,VENDIDO,110,25,-20,50,-95,1571324640000
GAIN,COMPRADO,130,25,50,90,115,1571324940000
GAIN,VENDIDO,80,-70,-10,-90,-60,1571325840000
GAIN,VENDIDO,140,-10,-20,-135,-155,1571326440000
GAIN,VENDIDO,100,-70,-85,-80,-100,1571327340000
GAIN,VENDIDO,155,60,25,-105,-230,1571327640000
GAIN,COMPRADO,140,55,75,145,110,1571327940000
LOSS,VENDIDO,135,-30,-85,-100,-85,1571329740000
GAIN,COMPRADO,130,15,75,95,5,1571330040000
GAIN,VENDIDO,130,-35,-90,-115,-110,1571330640000
GAIN,COMPRADO,110,25,25,60,15,1571330940000
GAIN,VENDIDO,175,-60,-50,-165,-165,1571332140000
GAIN,COMPRADO,105,10,50,165,100,1571333640000
GAIN,COMPRADO,135,-10,70,130,220,1571333940000
GAIN,COMPRADO,110,10,35,70,140,1571334540000
GAIN,COMPRADO,85,30,45,100,175,1571334840000
GAIN,VENDIDO,110,-15,-10,-100,-120,1571335440000
GAIN,VENDIDO,170,-110,-145,-195,-230,1571335740000
GAIN,VENDIDO,80,65,-75,-90,-125,1571338440000
GAIN,VENDIDO,85,0,-15,-75,-75,1571339340000
GAIN,COMPRADO,100,75,100,110,105,1571345040000
GAIN,COMPRADO,90,25,-5,150,185,1571345340000
COMPRADO,COMPRADO,105,65,75,130,150,1571345640000
GAIN,COMPRADO,140,5,55,125,60,1571400540000
GAIN,VENDIDO,105,15,35,-105,-100,1571402040000
GAIN,COMPRADO,110,20,25,65,75,1571402640000
GAIN,VENDIDO,90,-45,15,55,-135,1571403840000
LOSS,VENDIDO,80,-15,10,-40,-60,1571404740000
LOSS,VENDIDO,95,10,20,-120,-205,1571405340000
LOSS,COMPRADO,210,30,45,270,225,1571406540000
GAIN,VENDIDO,190,-40,-70,-110,-130,1571407440000
GAIN,COMPRADO,155,25,165,165,65,1571408340000
GAIN,COMPRADO,130,45,30,20,160,1571408640000
GAIN,VENDIDO,170,-5,-120,-160,-185,1571409240000
LOSS,VENDIDO,230,-25,-25,-135,-240,1571409840000
LOSS,VENDIDO,100,25,0,-105,-55,1571411940000
GAIN,COMPRADO,105,25,100,105,120,1571412240000
LOSS,COMPRADO,120,20,35,60,100,1571413140000
GAIN,COMPRADO,95,15,45,85,80,1571414640000
GAIN,VENDIDO,155,-35,-150,-200,-190,1571415540000
GAIN,VENDIDO,170,-65,-10,-30,-40,1571416140000
LOSS,COMPRADO,95,-35,-35,0,115,1571419440000
GAIN,COMPRADO,160,100,115,115,165,1571420640000
GAIN,VENDIDO,125,-10,-30,-65,-95,1571426640000
GAIN,VENDIDO,110,0,-25,-50,-105,1571428140000
GAIN,VENDIDO,80,-25,-45,-55,-80,1571429040000
GAIN,VENDIDO,2465,20,25,0,0,1571659440000
GAIN,VENDIDO,110,-15,-100,-95,-55,1571664540000
GAIN,COMPRADO,165,100,135,175,90,1571665440000
LOSS,VENDIDO,160,-15,-35,-195,30,1571665740000
GAIN,VENDIDO,125,-25,-70,-130,-45,1571666640000
GAIN,COMPRADO,125,-5,5,120,105,1571667240000
GAIN,COMPRADO,85,60,55,135,155,1571669940000
GAIN,VENDIDO,115,-20,-30,-95,-70,1571670540000
GAIN,VENDIDO,150,-20,-115,-160,-135,1571671140000
GAIN,COMPRADO,80,25,35,85,70,1571672940000
LOSS,COMPRADO,195,105,145,220,270,1571673240000
GAIN,COMPRADO,135,60,145,120,80,1571674140000
LOSS,COMPRADO,105,5,-10,75,110,1571676840000
LOSS,COMPRADO,90,50,40,105,95,1571678340000
GAIN,COMPRADO,150,-5,45,170,170,1571680140000
GAIN,COMPRADO,85,15,75,60,145,1571681040000
GAIN,COMPRADO,110,20,85,115,205,1571681340000
GAIN,COMPRADO,85,-50,-15,75,85,1571681940000
GAIN,COMPRADO,85,0,50,60,165,1571682240000
GAIN,COMPRADO,85,20,55,80,60,1571684340000
GAIN,COMPRADO,90,-25,65,65,60,1571685240000
GAIN,COMPRADO,95,30,75,90,95,1571690640000
GAIN,VENDIDO,3195,-35,-85,0,0,1571745840000
GAIN,VENDIDO,105,-40,-80,-95,-50,1571748240000
GAIN,COMPRADO,140,15,95,125,145,1571749740000
GAIN,COMPRADO,180,-5,-85,165,140,1571750340000
GAIN,COMPRADO,220,10,85,190,170,1571751240000
GAIN,COMPRADO,130,35,50,125,260,1571751540000
GAIN,COMPRADO,130,45,115,155,205,1571751840000
GAIN,COMPRADO,150,25,-10,100,280,1571752140000
GAIN,COMPRADO,120,110,135,125,185,1571752740000
LOSS,COMPRADO,105,-55,30,100,125,1571757840000
GAIN,COMPRADO,135,35,135,155,110,1571758440000
GAIN,COMPRADO,90,60,55,85,65,1571759040000
LOSS,COMPRADO,95,-15,70,130,195,1571759340000
GAIN,VENDIDO,170,-35,-145,-165,-165,1571759940000
GAIN,COMPRADO,110,-30,40,105,115,1571762640000
GAIN,VENDIDO,80,-20,5,-65,-25,1571763240000
GAIN,VENDIDO,115,15,-40,-85,-95,1571763840000
GAIN,COMPRADO,150,120,175,170,95,1571764740000
LOSS,COMPRADO,95,-15,45,55,50,1571765940000
LOSS,VENDIDO,80,45,105,-55,-90,1571769240000
GAIN,COMPRADO,85,80,85,120,110,1571771940000
GAIN,COMPRADO,185,80,235,165,130,1571832540000
GAIN,COMPRADO,105,25,60,105,100,1571834040000
GAIN,VENDIDO,110,-30,-65,-65,-110,1571836140000
GAIN,COMPRADO,115,0,0,100,185,1571837040000
GAIN,COMPRADO,210,135,235,135,160,1571837940000
GAIN,COMPRADO,190,45,130,445,420,1571838240000
LOSS,COMPRADO,95,-65,85,120,475,1571838540000
GAIN,COMPRADO,165,-20,-30,-5,140,1571840040000
LOSS,VENDIDO,100,-10,-25,-70,-50,1571840940000
GAIN,VENDIDO,100,25,-30,-95,-115,1571843340000
GAIN,VENDIDO,115,-85,-75,-100,-115,1571843640000
GAIN,VENDIDO,105,-55,-95,-110,-145,1571844240000
LOSS,COMPRADO,100,25,35,100,50,1571844840000
GAIN,COMPRADO,85,35,50,75,60,1571845440000
GAIN,VENDIDO,235,-55,-25,-230,-270,1571847540000
GAIN,VENDIDO,105,5,-125,-155,-285,1571847840000
GAIN,COMPRADO,90,35,-10,20,135,1571849040000
LOSS,VENDIDO,155,-25,-40,-130,-175,1571850840000
GAIN,COMPRADO,130,65,85,130,100,1571851140000
GAIN,VENDIDO,105,-20,-60,-55,-125,1571852040000
GAIN,COMPRADO,100,85,130,175,95,1571853840000
GAIN,COMPRADO,180,95,195,275,335,1571854140000
GAIN,VENDIDO,90,30,-25,-25,-70,1571855640000
GAIN,VENDIDO,150,20,-175,-130,-90,1571856840000
GAIN,COMPRADO,80,55,50,90,90,1571857440000
GAIN,VENDIDO,130,-90,-85,-155,-145,1571858040000
LOSS,COMPRADO,120,35,35,70,125,1571859240000
GAIN,VENDIDO,90,-5,-60,-75,-65,1571859540000
GAIN,VENDIDO,165,-60,-130,-205,-250,1571859840000
GAIN,COMPRADO,200,50,200,180,210,1571862540000
GAIN,VENDIDO,85,20,15,15,-90,1571863740000
GAIN,VENDIDO,2065,5,-75,0,0,1571918640000
GAIN,COMPRADO,80,40,40,95,90,1571920140000
LOSS,VENDIDO,140,20,-45,-150,-85,1571920740000
GAIN,COMPRADO,150,-10,5,200,60,1571921040000
GAIN,COMPRADO,110,15,75,135,55,1571921640000
GAIN,VENDIDO,110,-20,-15,-135,-90,1571922240000
GAIN,VENDIDO,95,-55,-130,-115,-110,1571924040000
GAIN,VENDIDO,95,20,-50,-45,-225,1571924340000
GAIN,VENDIDO,215,0,-145,-235,-260,1571924640000
LOSS,VENDIDO,85,-20,35,-105,-125,1571925840000
GAIN,COMPRADO,135,30,30,110,195,1571926140000
GAIN,COMPRADO,115,-10,130,120,75,1571926740000
GAIN,VENDIDO,130,-55,-95,-130,-105,1571927640000
GAIN,COMPRADO,155,35,50,185,85,1571927940000
LOSS,VENDIDO,85,-5,-55,-135,-30,1571928240000
GAIN,VENDIDO,135,-30,-85,-145,-55,1571929440000
LOSS,VENDIDO,135,-40,-135,-120,-80,1571930940000
GAIN,COMPRADO,145,5,-5,125,15,1571931240000
GAIN,VENDIDO,100,-25,-25,-110,-170,1571933040000
GAIN,VENDIDO,140,15,-65,-135,-80,1571939640000
GAIN,VENDIDO,165,-65,-100,-170,-250,1571939940000
GAIN,COMPRADO,130,90,125,75,50,1571940240000
GAIN,VENDIDO,100,-20,-100,-100,-115,1571941440000
GAIN,COMPRADO,210,40,30,195,210,1571942640000
GAIN,VENDIDO,85,5,-85,-15,15,1571942940000
GAIN,VENDIDO,80,-10,-55,-90,-165,1571943240000
GAIN,VENDIDO,130,-5,-120,-85,-90,1571944440000
GAIN,COMPRADO,120,0,-40,50,115,1571945340000
GAIN,COMPRADO,85,-40,-20,80,65,1571945640000
GAIN,COMPRADO,130,0,45,100,130,1571945940000
GAIN,VENDIDO,105,-20,-80,-35,-105,1571948040000
LOSS,VENDIDO,90,-10,0,-120,-140,1571949540000
GAIN,COMPRADO,140,20,35,125,115,1571949840000
GAIN,COMPRADO,85,10,50,90,95,1571950440000
GAIN,VENDIDO,9980,10,65,0,0,1572005040000
GAIN,COMPRADO,495,450,455,505,475,1572010440000
GAIN,COMPRADO,190,115,620,710,700,1572010740000
GAIN,COMPRADO,135,40,110,105,130,1572011340000
GAIN,VENDIDO,90,-10,-5,-115,55,1572011640000
GAIN,VENDIDO,240,-80,-150,-210,-245,1572011940000
GAIN,VENDIDO,185,-85,-170,-190,-230,1572012540000
GAIN,VENDIDO,160,15,-65,-165,-80,1572013740000
LOSS,VENDIDO,205,-65,0,-180,-280,1572014040000
GAIN,COMPRADO,90,40,100,90,55,1572014940000
GAIN,COMPRADO,100,90,95,45,250,1572015240000
GAIN,COMPRADO,85,10,70,35,45,1572016440000
GAIN,COMPRADO,85,50,65,80,45,1572017040000
GAIN,COMPRADO,205,5,-20,105,250,1572017340000
GAIN,VENDIDO,195,-25,-120,-170,-245,1572018540000
GAIN,VENDIDO,105,-20,-55,-120,-65,1572020040000
GAIN,VENDIDO,95,-10,15,-110,-175,1572020340000
LOSS,COMPRADO,210,30,180,170,125,1572024540000
GAIN,VENDIDO,95,-20,-65,-45,0,1572024840000
GAIN,COMPRADO,110,5,-5,85,40,1572026040000
LOSS,VENDIDO,105,10,-145,-85,-80,1572026640000
LOSS,COMPRADO,115,45,70,120,130,1572027240000
GAIN,COMPRADO,95,25,95,85,35,1572029340000
GAIN,VENDIDO,105,10,-5,-100,-80,1572033840000
GAIN,COMPRADO,90,100,85,95,75,1572035940000
GAIN,VENDIDO,2195,25,-45,0,0,1572264240000
LOSS,COMPRADO,95,35,35,105,60,1572267540000
GAIN,VENDIDO,90,-30,-55,-25,0,1572267840000
GAIN,COMPRADO,120,30,10,130,75,1572268740000
GAIN,COMPRADO,80,-35,-65,55,100,1572269340000
GAIN,VENDIDO,105,25,-15,-95,-160,1572269640000
GAIN,COMPRADO,105,40,95,95,35,1572270540000
GAIN,COMPRADO,120,20,65,130,225,1572270840000
GAIN,COMPRADO,105,15,55,110,175,1572271140000
GAIN,COMPRADO,80,-40,0,85,5,1572273240000
LOSS,VENDIDO,125,-15,-110,-130,-125,1572273540000
GAIN,COMPRADO,100,35,85,80,100,1572274740000
GAIN,COMPRADO,105,40,65,45,80,1572276240000
LOSS,COMPRADO,85,60,45,85,20,1572279840000
GAIN,VENDIDO,80,-15,-25,35,35,1572280140000
GAIN,COMPRADO,90,25,5,160,165,1572283740000
GAIN,VENDIDO,85,10,-15,-95,-100,1572288840000
GAIN,VENDIDO,125,-25,-40,-70,-115,1572295740000
LOSS,VENDIDO,2370,0,-20,0,0,1572350640000
GAIN,COMPRADO,95,0,15,65,100,1572351240000
GAIN,COMPRADO,85,30,70,100,105,1572352140000
GAIN,VENDIDO,235,-160,-225,-225,-245,1572354840000
GAIN,VENDIDO,115,-5,-55,-75,-335,1572355140000
GAIN,COMPRADO,120,-5,10,90,180,1572356340000
GAIN,VENDIDO,100,-60,0,-95,-110,1572357840000
GAIN,COMPRADO,90,-15,65,80,120,1572359040000
LOSS,COMPRADO,100,-30,55,140,170,1572359640000
GAIN,COMPRADO,230,130,160,285,285,1572360240000
LOSS,COMPRADO,80,50,75,75,70,1572361740000
GAIN,VENDIDO,110,-20,-100,-70,-50,1572362040000
GAIN,VENDIDO,235,-130,-210,-200,-165,1572364740000
GAIN,COMPRADO,165,110,145,120,105,1572367440000
GAIN,VENDIDO,120,-40,-55,-165,-130,1572373740000
GAIN,VENDIDO,360,-95,-300,-305,-315,1572375540000
GAIN,COMPRADO,100,25,0,115,-45,1572375840000
GAIN,COMPRADO,170,50,115,165,140,1572382140000
GAIN,VENDIDO,2460,25,40,0,0,1572437040000
LOSS,VENDIDO,190,-75,-180,-170,-170,1572437640000
GAIN,VENDIDO,210,-110,-165,-210,-245,1572440940000
GAIN,VENDIDO,85,-35,-100,-60,-30,1572442140000
GAIN,VENDIDO,190,-100,-120,-195,-285,1572442440000
GAIN,VENDIDO,205,30,-50,-255,-300,1572442740000
GAIN,COMPRADO,95,20,65,90,45,1572443040000
GAIN,COMPRADO,95,10,-15,15,65,1572444540000
LOSS,COMPRADO,165,15,40,175,150,1572446340000
LOSS,VENDIDO,90,-10,-40,-90,-135,1572450240000
GAIN,VENDIDO,110,-60,-50,-125,-140,1572458340000
GAIN,COMPRADO,190,320,270,145,85,1572458640000
GAIN,COMPRADO,85,35,330,550,520,1572459540000
LOSS,VENDIDO,185,-30,-145,-175,-170,1572460440000
GAIN,COMPRADO,100,-20,65,80,35,1572461040000
GAIN,COMPRADO,155,-15,30,75,205,1572461640000
GAIN,COMPRADO,150,55,110,120,135,1572463140000
GAIN,COMPRADO,190,35,140,220,305,1572463440000
GAIN,COMPRADO,85,35,25,85,60,1572465240000
GAIN,VENDIDO,2730,-55,-45,0,0,1572523440000
GAIN,VENDIDO,85,-50,-45,-105,-150,1572526740000
GAIN,VENDIDO,240,-30,-80,-240,-285,1572527040000
GAIN,VENDIDO,220,-50,35,-150,-285,1572528840000
LOSS,VENDIDO,260,-115,-180,-135,-330,1572529140000
LOSS,VENDIDO,185,-120,-230,-230,-230,1572529740000
GAIN,VENDIDO,160,-5,-85,-185,-205,1572530640000
GAIN,VENDIDO,225,50,-65,-235,-295,1572530940000
GAIN,COMPRADO,80,25,55,80,75,1572531240000
LOSS,VENDIDO,80,-30,-45,-75,-100,1572531840000
GAIN,VENDIDO,80,35,55,-10,-75,1572532440000
GAIN,COMPRADO,155,125,175,170,140,1572533040000
GAIN,COMPRADO,145,20,40,255,325,1572533340000
LOSS,COMPRADO,90,55,60,95,150,1572533640000
LOSS,VENDIDO,130,-50,-85,-80,-50,1572533940000
GAIN,COMPRADO,85,-10,15,25,10,1572534240000
GAIN,COMPRADO,160,-15,45,150,200,1572534540000
