status,shortlong,forceIndex,trend2min,trend5min,trend10min,trend15min,buildDate
LOSS,COMPRADO,80,15,10,10,30,1567453440000
GAIN,VENDIDO,115,-35,-85,-140,-100,1567454640000
GAIN,VENDIDO,85,-20,-40,-85,-75,1567454940000
GAIN,COMPRADO,90,70,115,95,90,1567457640000
GAIN,VENDIDO,130,-95,-95,-115,0,1567512540000
LOSS,VENDIDO,195,-25,-35,-15,-235,1567512840000
GAIN,COMPRADO,85,35,35,80,120,1567513740000
LOSS,VENDIDO,155,-60,-135,-105,-107,1567515840000
GAIN,COMPRADO,90,25,0,70,10,1567516140000
LOSS,COMPRADO,360,-25,110,210,400,1567516680000
LOSS,VENDIDO,80,-30,15,-110,-135,1567517340000
GAIN,COMPRADO,282,105,95,165,210,1567517640000
GAIN,COMPRADO,468,25,665,675,755,1567518240000
GAIN,COMPRADO,80,-55,-45,70,740,1567518540000
GAIN,VENDIDO,110,30,-40,-35,-70,1567519140000
GAIN,VENDIDO,425,-215,-140,-480,-490,1567519440000
GAIN,VENDIDO,485,-420,-720,-940,-975,1567519740000
GAIN,VENDIDO,165,-25,-635,-895,-1070,1567520040000
LOSS,COMPRADO,140,-115,-40,120,100,1567520640000
GAIN,VENDIDO,460,15,40,-5,-470,1567521240000
GAIN,COMPRADO,215,25,175,250,245,1567521540000
GAIN,COMPRADO,90,-75,15,75,30,1567522140000
GAIN,VENDIDO,205,-110,-180,-210,-215,1567523040000
GAIN,VENDIDO,115,-10,-30,-5,-125,1567523640000
GAIN,COMPRADO,90,40,-15,-15,90,1567524240000
LOSS,VENDIDO,80,-60,-50,-65,-80,1567524540000
GAIN,COMPRADO,120,40,-10,280,75,1567524840000
GAIN,VENDIDO,85,0,-30,-105,-20,1567525140000
LOSS,VENDIDO,190,0,-45,-150,-185,1567526340000
LOSS,COMPRADO,90,5,45,85,60,1567526640000
LOSS,VENDIDO,115,-15,-75,-70,-110,1567526940000
GAIN,COMPRADO,145,35,85,165,205,1567527540000
GAIN,VENDIDO,155,-70,-85,-140,-165,1567529040000
GAIN,COMPRADO,140,40,65,100,75,1567529340000
LOSS,COMPRADO,120,-75,5,-30,115,1567530840000
GAIN,VENDIDO,125,-50,-115,-80,-140,1567531140000
GAIN,COMPRADO,85,-10,60,90,90,1567531740000
GAIN,VENDIDO,130,-75,-150,-160,-150,1567532040000
GAIN,VENDIDO,80,60,-45,-30,-60,1567533240000
GAIN,COMPRADO,110,105,125,190,120,1567534140000
GAIN,COMPRADO,100,155,130,125,205,1567534440000
LOSS,COMPRADO,80,15,45,-5,75,1567535040000
LOSS,VENDIDO,310,-135,-335,-365,-355,1567536840000
GAIN,VENDIDO,120,-45,-55,-445,-420,1567537140000
GAIN,VENDIDO,170,-105,-110,-220,-275,1567537440000
GAIN,COMPRADO,105,35,105,85,130,1567538340000
GAIN,COMPRADO,205,-10,10,230,280,1567539240000
GAIN,VENDIDO,145,-175,-160,-185,-170,1567539540000
GAIN,COMPRADO,135,5,-25,123,140,1567540140000
GAIN,VENDIDO,150,-25,-35,-145,-160,1567541040000
GAIN,VENDIDO,130,10,25,-10,-115,1567541940000
GAIN,COMPRADO,160,-45,35,90,195,1567543440000
GAIN,COMPRADO,115,30,75,105,100,1567544040000
LOSS,VENDIDO,145,0,-35,-185,30,1567598940000
GAIN,VENDIDO,95,30,-10,-95,-85,1567600140000
GAIN,VENDIDO,175,10,-10,-180,-155,1567602780000
GAIN,COMPRADO,210,70,95,190,185,1567603740000
GAIN,VENDIDO,195,130,-115,-90,-20,1567604040000
GAIN,COMPRADO,110,15,-5,130,90,1567605540000
GAIN,COMPRADO,170,-100,125,145,65,1567606140000
GAIN,VENDIDO,275,-120,-250,-155,-120,1567606440000
GAIN,COMPRADO,100,70,135,-105,-195,1567606740000
GAIN,VENDIDO,80,65,-30,20,-95,1567607940000
LOSS,COMPRADO,90,15,-5,65,120,1567608540000
GAIN,VENDIDO,95,-85,-140,-115,-60,1567609440000
LOSS,VENDIDO,135,-40,-15,-175,-270,1567609740000
LOSS,VENDIDO,95,-80,-90,-165,-110,1567610040000
GAIN,COMPRADO,125,40,115,70,-20,1567610340000
GAIN,COMPRADO,95,95,90,70,-10,1567610940000
GAIN,COMPRADO,80,45,50,55,125,1567613040000
LOSS,VENDIDO,110,-25,-50,-20,-115,1567613940000
GAIN,COMPRADO,115,75,120,125,100,1567615740000
GAIN,VENDIDO,90,0,-20,-60,-68,1567617840000
GAIN,VENDIDO,90,-45,-50,-95,-120,1567618140000
GAIN,VENDIDO,125,-20,-35,-120,-105,1567619640000
GAIN,VENDIDO,180,-85,-145,-165,-220,1567619940000
GAIN,COMPRADO,135,0,-20,90,25,1567620240000
GAIN,COMPRADO,110,-15,-35,130,115,1567622940000
GAIN,COMPRADO,110,-35,-40,85,85,1567623840000
LOSS,VENDIDO,100,-10,-15,-10,-110,1567626240000
GAIN,COMPRADO,120,25,55,100,130,1567626540000
GAIN,COMPRADO,90,15,25,65,60,1567627140000
LOSS,COMPRADO,85,10,-20,10,65,1567628640000
GAIN,COMPRADO,240,20,25,55,90,1567685040000
GAIN,COMPRADO,135,125,100,125,110,1567685640000
GAIN,VENDIDO,80,15,55,-40,-50,1567687440000
GAIN,COMPRADO,85,-90,100,80,90,1567689840000
GAIN,COMPRADO,170,45,55,90,330,1567690140000
GAIN,COMPRADO,245,10,225,285,320,1567690440000
LOSS,COMPRADO,305,50,105,255,260,1567692240000
GAIN,COMPRADO,190,20,155,170,150,1567693140000
GAIN,COMPRADO,80,35,90,85,100,1567694040000
GAIN,VENDIDO,130,0,-90,-120,-170,1567694940000
GAIN,VENDIDO,120,20,-100,-140,-125,1567696740000
GAIN,VENDIDO,105,55,-30,-110,-145,1567700640000
GAIN,COMPRADO,100,85,90,95,120,1567702740000
GAIN,VENDIDO,100,-55,-150,-10,-15,1567703040000
GAIN,VENDIDO,90,0,0,-10,-85,1567703640000
LOSS,VENDIDO,110,-70,-125,-120,-160,1567706040000
GAIN,VENDIDO,235,-105,-60,-280,-315,1567706940000
LOSS,VENDIDO,95,-40,-15,-50,-130,1567707840000
LOSS,COMPRADO,210,115,185,200,220,1567708140000
GAIN,VENDIDO,85,55,5,-65,-95,1567708740000
GAIN,COMPRADO,90,40,55,40,105,1567709040000
GAIN,VENDIDO,155,-40,-95,-155,-165,1567712940000
GAIN,VENDIDO,90,-15,-60,-90,-105,1567713840000
GAIN,COMPRADO,85,45,60,100,95,1567772040000
GAIN,VENDIDO,85,85,0,-30,-20,1567772940000
GAIN,COMPRADO,105,-5,50,95,210,1567773840000
GAIN,COMPRADO,135,100,230,95,240,1567776840000
GAIN,VENDIDO,130,-85,-65,-190,-25,1567777440000
GAIN,COMPRADO,280,145,200,255,145,1567777740000
GAIN,VENDIDO,125,-15,-105,-130,-35,1567778040000
GAIN,VENDIDO,80,-145,-230,-145,-170,1567778640000
LOSS,VENDIDO,90,-100,-60,-150,-130,1567779540000
GAIN,COMPRADO,115,-40,0,110,35,1567779840000
GAIN,VENDIDO,85,-30,-45,-105,-120,1567780140000
GAIN,VENDIDO,160,-80,-115,-200,-225,1567780440000
GAIN,COMPRADO,90,10,25,95,50,1567781940000
GAIN,COMPRADO,225,185,190,220,205,1567782540000
GAIN,COMPRADO,180,-5,-30,160,220,1567784340000
GAIN,VENDIDO,80,-20,-85,-80,-40,1567787040000
GAIN,VENDIDO,85,-20,-90,-95,-65,1567788240000
GAIN,VENDIDO,110,-35,30,30,-160,1567788540000
LOSS,COMPRADO,180,185,165,190,225,1567789440000
LOSS,VENDIDO,140,-45,-125,-105,-155,1567789740000
LOSS,COMPRADO,85,-20,35,90,60,1567791240000
GAIN,VENDIDO,125,-55,-90,-125,-75,1567791540000
LOSS,COMPRADO,80,75,110,120,55,1567791840000
GAIN,VENDIDO,190,-55,-130,-160,-185,1567794240000
GAIN,VENDIDO,80,-30,-10,5,-105,1567795140000
GAIN,COMPRADO,100,115,60,90,100,1567795740000
GAIN,VENDIDO,90,-35,-15,5,-10,1567796040000
GAIN,COMPRADO,85,-20,-35,100,115,1567797240000
LOSS,VENDIDO,80,-25,0,40,-40,1567799040000
GAIN,VENDIDO,100,-45,-40,-75,-120,1567799640000
LOSS,COMPRADO,85,-20,35,30,100,1567802940000
LOSS,VENDIDO,105,75,15,-105,-120,1567803240000
GAIN,VENDIDO,150,-30,-40,-115,-120,1568035440000
GAIN,COMPRADO,120,45,100,145,120,1568036640000
GAIN,COMPRADO,240,-45,-75,235,215,1568037240000
GAIN,COMPRADO,165,60,145,125,110,1568037840000
GAIN,COMPRADO,140,0,25,50,130,1568038140000
GAIN,COMPRADO,195,135,220,215,210,1568038440000
GAIN,COMPRADO,115,35,-65,290,320,1568038740000
GAIN,VENDIDO,130,-10,-55,-105,-130,1568039940000
LOSS,VENDIDO,145,-100,-125,-145,-130,1568040840000
GAIN,COMPRADO,100,35,100,170,215,1568042040000
GAIN,COMPRADO,115,50,100,85,170,1568042340000
GAIN,VENDIDO,125,-70,-50,-140,-165,1568043840000
GAIN,VENDIDO,80,10,-35,-70,-75,1568045640000
GAIN,VENDIDO,125,-130,-70,-95,-135,1568045940000
GAIN,VENDIDO,135,-100,-125,-130,-150,1568046540000
LOSS,VENDIDO,385,105,-85,-400,-465,1568047140000
GAIN,COMPRADO,140,-10,-40,-20,180,1568047440000
GAIN,VENDIDO,115,-45,-80,-135,-110,1568049240000
GAIN,VENDIDO,95,-25,-20,-95,-85,1568050440000
GAIN,COMPRADO,130,110,165,135,105,1568051340000
GAIN,VENDIDO,80,-15,-55,-50,-20,1568051940000
LOSS,VENDIDO,120,20,-25,-125,-160,1568054340000
GAIN,VENDIDO,180,-60,-65,-180,-105,1568054940000
LOSS,VENDIDO,105,5,-45,-130,-235,1568055240000
GAIN,COMPRADO,95,15,40,60,90,1568055540000
GAIN,COMPRADO,100,35,30,65,95,1568055840000
GAIN,COMPRADO,120,5,20,110,120,1568056440000
GAIN,COMPRADO,115,-30,-35,80,135,1568058540000
GAIN,COMPRADO,120,30,110,115,100,1568058840000
GAIN,VENDIDO,145,-25,-75,-105,-120,1568059440000
GAIN,COMPRADO,160,100,5,115,0,1568117040000
GAIN,COMPRADO,2680,-10,-25,2695,2695,1568117940000
GAIN,COMPRADO,100,-10,55,105,65,1568118240000
GAIN,COMPRADO,80,0,-5,95,110,1568120340000
GAIN,VENDIDO,435,-280,-515,-355,-380,1568121240000
GAIN,VENDIDO,180,70,75,360,-305,1568121840000
GAIN,COMPRADO,185,60,130,200,275,1568122140000
GAIN,VENDIDO,100,-75,10,-245,-65,1568122740000
GAIN,COMPRADO,175,5,-70,300,170,1568123340000
LOSS,VENDIDO,160,-95,-210,-110,-85,1568123640000
GAIN,VENDIDO,110,-30,-90,-45,-135,1568124240000
GAIN,VENDIDO,355,-25,-345,-380,-385,1568124540000
LOSS,COMPRADO,200,-45,10,130,175,1568125140000
LOSS,COMPRADO,85,10,40,160,65,1568125440000
GAIN,VENDIDO,110,-90,-155,-20,-5,1568126340000
GAIN,COMPRADO,115,95,120,35,30,1568127540000
GAIN,COMPRADO,105,-95,85,25,170,1568127840000
GAIN,VENDIDO,145,-75,-130,-150,-110,1568128740000
LOSS,COMPRADO,90,-70,30,95,115,1568129940000
GAIN,COMPRADO,110,-65,165,80,85,1568130540000
GAIN,COMPRADO,590,30,-5,610,695,1568130840000
GAIN,VENDIDO,125,-15,-25,-125,-65,1568131140000
GAIN,VENDIDO,105,10,50,-85,-155,1568131440000
GAIN,COMPRADO,150,55,140,150,100,1568132640000
LOSS,VENDIDO,90,-15,-45,-85,-35,1568133240000
GAIN,COMPRADO,140,100,110,140,200,1568134140000
GAIN,VENDIDO,110,5,-20,-45,-120,1568134740000
GAIN,VENDIDO,120,-5,-30,-45,-100,1568135340000
GAIN,VENDIDO,180,5,-85,-180,-125,1568135940000
GAIN,VENDIDO,110,-190,-140,-195,-130,1568136840000
GAIN,VENDIDO,195,85,-80,-150,-130,1568137440000
GAIN,VENDIDO,165,-65,-15,-170,-150,1568138340000
LOSS,COMPRADO,100,15,75,95,125,1568138940000
LOSS,COMPRADO,90,20,25,65,110,1568141340000
GAIN,VENDIDO,85,35,-15,-45,-70,1568141640000
GAIN,COMPRADO,200,45,105,175,195,1568145540000
GAIN,COMPRADO,90,85,90,130,230,1568145840000
GAIN,COMPRADO,275,140,180,115,210,1568203440000
GAIN,COMPRADO,95,0,20,5,265,1568203740000
GAIN,COMPRADO,80,-30,45,60,60,1568204640000
GAIN,VENDIDO,85,-130,-80,-55,-85,1568207940000
LOSS,VENDIDO,215,-110,-230,-245,-270,1568208540000
GAIN,COMPRADO,100,40,95,70,210,1568209440000
GAIN,COMPRADO,315,90,340,410,410,1568209740000
GAIN,COMPRADO,80,75,85,60,95,1568211240000
GAIN,COMPRADO,105,35,150,65,85,1568212140000
GAIN,VENDIDO,80,-100,-125,-40,80,1568212440000
GAIN,VENDIDO,80,-55,-5,-105,-95,1568213340000
GAIN,VENDIDO,145,-55,-85,-150,-190,1568214840000
LOSS,VENDIDO,110,-20,-35,-15,-60,1568215740000
GAIN,VENDIDO,95,20,35,40,-60,1568216940000
GAIN,VENDIDO,215,15,40,-105,-255,1568218440000
LOSS,VENDIDO,110,-5,-20,-25,-55,1568220840000
GAIN,COMPRADO,130,-45,45,65,105,1568221140000
LOSS,VENDIDO,210,-140,-200,-200,-180,1568223840000
GAIN,VENDIDO,130,-5,-125,-130,-130,1568225040000
LOSS,COMPRADO,90,40,145,40,-20,1568225340000
GAIN,VENDIDO,120,-15,-30,-100,-150,1568227740000
GAIN,COMPRADO,125,70,30,125,80,1568230740000
LOSS,VENDIDO,115,-55,-55,-55,-120,1568232240000
GAIN,COMPRADO,85,-10,50,70,60,1568234940000
GAIN,COMPRADO,165,100,165,180,0,1568289840000
LOSS,COMPRADO,195,135,80,185,410,1568290140000
LOSS,VENDIDO,90,-70,-75,-100,-130,1568294940000
LOSS,COMPRADO,320,0,330,235,350,1568295540000
LOSS,COMPRADO,400,400,400,725,635,1568295840000
GAIN,VENDIDO,200,0,870,200,200,1568296140000
GAIN,VENDIDO,765,-30,230,-765,235,1568296680000
GAIN,VENDIDO,175,-65,-155,-100,-110,1568297340000
GAIN,COMPRADO,80,170,-205,455,315,1568297640000
GAIN,COMPRADO,225,-170,-210,0,-935,1568297940000
GAIN,COMPRADO,195,70,-35,220,245,1568298540000
GAIN,COMPRADO,100,-110,20,115,140,1568298840000
LOSS,COMPRADO,105,10,55,45,85,1568299740000
GAIN,VENDIDO,675,50,50,-670,-590,1568300040000
LOSS,COMPRADO,190,0,45,240,355,1568300340000
LOSS,COMPRADO,100,60,130,75,115,1568300940000
LOSS,COMPRADO,140,-5,45,105,195,1568301540000
LOSS,VENDIDO,120,-15,-45,-115,-120,1568301840000
GAIN,COMPRADO,80,5,75,65,165,1568303040000
GAIN,COMPRADO,305,15,175,310,325,1568303640000
GAIN,COMPRADO,125,-5,40,150,400,1568303940000
GAIN,VENDIDO,95,-40,-45,-120,-65,1568304240000
GAIN,COMPRADO,120,10,60,45,105,1568306640000
LOSS,VENDIDO,90,-30,0,-95,-30,1568307240000
GAIN,VENDIDO,80,-30,-55,-50,-145,1568308740000
GAIN,COMPRADO,90,95,85,120,70,1568310240000
GAIN,COMPRADO,115,10,5,45,105,1568312940000
GAIN,VENDIDO,85,-15,-70,-95,-80,1568321040000
GAIN,VENDIDO,90,-65,-75,-90,-95,1568378340000
LOSS,VENDIDO,175,-85,-125,-185,-195,1568379840000
GAIN,COMPRADO,120,0,10,125,0,1568380140000
LOSS,VENDIDO,90,-95,-200,-170,-235,1568381640000
LOSS,COMPRADO,165,45,90,90,80,1568381940000
GAIN,VENDIDO,105,-55,-85,-50,-95,1568382240000
GAIN,VENDIDO,125,-60,-90,-85,-135,1568383740000
GAIN,COMPRADO,80,50,105,95,85,1568384340000
LOSS,COMPRADO,120,-15,-15,110,150,1568384940000
GAIN,VENDIDO,135,-75,-85,-100,-150,1568385240000
LOSS,COMPRADO,90,15,45,50,25,1568386140000
GAIN,VENDIDO,175,-95,-165,-180,-205,1568391840000
GAIN,COMPRADO,90,85,60,95,95,1568394540000
GAIN,VENDIDO,85,-85,-65,-50,-85,1568399340000
LOSS,VENDIDO,105,-25,-55,-25,-120,1568399640000
GAIN,VENDIDO,125,5,50,60,-145,1568401740000
GAIN,VENDIDO,80,10,-45,-80,-70,1568402040000
GAIN,VENDIDO,215,-30,-130,-225,-275,1568402340000
GAIN,COMPRADO,85,25,80,110,110,1568403840000
GAIN,VENDIDO,100,-50,-70,-85,-85,1568406240000
GAIN,COMPRADO,85,5,20,60,55,1568635740000
GAIN,COMPRADO,320,215,275,250,270,1568636340000
GAIN,COMPRADO,80,10,-10,-10,380,1568636640000
GAIN,COMPRADO,105,110,125,100,125,1568638740000
GAIN,VENDIDO,95,-80,-85,-110,-170,1568639340000
LOSS,VENDIDO,245,175,255,-245,-290,1568639640000
GAIN,VENDIDO,410,-190,-460,-145,-740,1568639940000
LOSS,COMPRADO,165,-90,160,180,185,1568640840000
LOSS,VENDIDO,275,80,-335,-80,-90,1568641140000
GAIN,COMPRADO,105,10,55,-40,-35,1568641440000
GAIN,COMPRADO,135,30,55,200,180,1568641740000
GAIN,COMPRADO,110,-50,110,180,305,1568642040000
LOSS,VENDIDO,85,-60,-75,-95,-115,1568642640000
GAIN,COMPRADO,285,-80,120,110,240,1568642940000
GAIN,COMPRADO,195,-25,-10,105,140,1568643240000
GAIN,VENDIDO,230,-20,-40,-135,-225,1568644140000
GAIN,VENDIDO,100,50,-30,30,-120,1568645040000
GAIN,VENDIDO,110,15,-100,-115,-95,1568646840000
GAIN,COMPRADO,315,-95,-135,335,315,1568647740000
GAIN,COMPRADO,125,35,95,145,135,1568648340000
GAIN,COMPRADO,105,20,-25,75,60,1568648640000
GAIN,VENDIDO,95,45,15,-95,-50,1568653740000
GAIN,COMPRADO,155,70,130,160,150,1568654940000
GAIN,VENDIDO,85,-15,-35,-5,30,1568655240000
LOSS,VENDIDO,175,-85,-155,-195,-155,1568657640000
GAIN,VENDIDO,125,0,-5,30,-130,1568662140000
GAIN,VENDIDO,125,-5,-20,-55,-145,1568662740000
GAIN,COMPRADO,80,55,60,75,40,1568663640000
GAIN,COMPRADO,210,85,50,230,265,1568663940000
LOSS,COMPRADO,85,55,50,60,85,1568665740000
GAIN,COMPRADO,130,40,140,175,150,1568666940000
LOSS,COMPRADO,101,50,20,100,0,1568721840000
GAIN,VENDIDO,105,25,75,-50,-75,1568722140000
GAIN,VENDIDO,155,-35,-150,-205,-220,1568722740000
LOSS,COMPRADO,155,175,210,100,210,1568726280000
LOSS,VENDIDO,85,25,0,85,-95,1568726940000
GAIN,COMPRADO,275,165,125,235,291,1568727540000
LOSS,VENDIDO,80,-35,-90,-70,-65,1568728440000
LOSS,COMPRADO,210,45,205,210,125,1568729040000
GAIN,VENDIDO,100,-65,-50,-45,90,1568729340000
GAIN,VENDIDO,155,-140,-185,-130,-125,1568731140000
GAIN,COMPRADO,115,25,15,135,90,1568731740000
GAIN,COMPRADO,135,75,85,90,130,1568732640000
GAIN,COMPRADO,175,10,-50,35,185,1568732940000
GAIN,COMPRADO,95,65,55,40,60,1568733840000
GAIN,COMPRADO,105,65,110,105,145,1568734740000
GAIN,COMPRADO,85,-35,30,-5,90,1568735040000
GAIN,VENDIDO,85,10,25,-95,-70,1568741340000
GAIN,COMPRADO,235,165,230,225,295,1568743140000
LOSS,COMPRADO,90,40,35,235,310,1568743440000
GAIN,VENDIDO,105,10,45,-100,-35,1568743740000
GAIN,COMPRADO,115,65,85,55,195,1568750340000
GAIN,COMPRADO,125,60,80,85,120,1568751240000
GAIN,VENDIDO,235,0,-20,-45,0,1568808240000
GAIN,VENDIDO,135,-60,-35,-95,-120,1568811240000
GAIN,VENDIDO,110,-50,-40,-50,-110,1568811840000
GAIN,COMPRADO,100,-50,65,110,115,1568813340000
GAIN,VENDIDO,170,-20,-250,-170,-90,1568813640000
GAIN,COMPRADO,220,190,195,245,40,1568813940000
GAIN,COMPRADO,115,-50,0,80,40,1568816340000
GAIN,VENDIDO,105,-5,-30,-115,-80,1568817540000
GAIN,VENDIDO,125,-95,-110,-80,-140,1568818140000
LOSS,VENDIDO,100,-25,-60,-60,-65,1568821740000
GAIN,COMPRADO,85,20,-10,45,50,1568822940000
LOSS,COMPRADO,90,30,60,105,100,1568824440000
GAIN,VENDIDO,95,-5,-55,-35,-75,1568825040000
GAIN,COMPRADO,125,25,65,105,120,1568826540000
GAIN,COMPRADO,80,30,45,75,55,1568827440000
GAIN,COMPRADO,90,30,55,80,80,1568828040000
LOSS,VENDIDO,100,-30,-15,-70,-95,1568829540000
GAIN,VENDIDO,345,-65,-145,-430,-340,1568830440000
LOSS,COMPRADO,90,205,145,90,130,1568831580000
GAIN,VENDIDO,115,-65,-75,-120,-5,1568831940000
GAIN,VENDIDO,175,125,-40,-125,-215,1568832540000
LOSS,COMPRADO,220,-10,135,290,65,1568832840000
GAIN,COMPRADO,115,60,60,145,135,1568833740000
GAIN,COMPRADO,110,-50,55,115,150,1568834640000
GAIN,COMPRADO,240,75,185,160,205,1568835240000
LOSS,COMPRADO,95,80,115,100,70,1568836140000
LOSS,COMPRADO,110,50,25,65,30,1568836740000
GAIN,VENDIDO,80,-10,-20,-50,-60,1568837040000
GAIN,COMPRADO,146,-20,-95,-110,0,1568894640000
LOSS,COMPRADO,150,10,10,-5,145,1568896140000
LOSS,VENDIDO,90,-35,-40,-85,-55,1568898840000
GAIN,COMPRADO,350,140,260,315,335,1568899740000
GAIN,COMPRADO,225,-50,215,520,525,1568900040000
GAIN,VENDIDO,100,-30,-40,-90,-140,1568900340000
LOSS,VENDIDO,80,-20,10,-20,-95,1568900640000
GAIN,VENDIDO,165,-90,-80,-65,-85,1568901240000
GAIN,VENDIDO,130,-205,-150,-160,-95,1568902140000
GAIN,VENDIDO,80,-10,15,-45,-85,1568903040000
LOSS,VENDIDO,250,-150,-255,-290,-305,1568903340000
GAIN,COMPRADO,120,15,20,75,115,1568903940000
GAIN,COMPRADO,155,-75,155,175,150,1568904540000
LOSS,COMPRADO,90,10,85,95,225,1568904840000
GAIN,VENDIDO,165,-60,-95,-115,-130,1568905140000
GAIN,VENDIDO,90,-140,-155,-95,-110,1568906040000
GAIN,VENDIDO,80,-15,-40,-90,-100,1568907840000
GAIN,VENDIDO,165,-60,-75,-170,-135,1568909640000
GAIN,VENDIDO,170,-60,-170,-205,-210,1568910540000
LOSS,VENDIDO,100,-100,-95,-80,-130,1568912340000
GAIN,COMPRADO,140,30,0,165,130,1568913540000
GAIN,VENDIDO,105,-5,-5,-30,-100,1568914140000
GAIN,VENDIDO,95,-15,20,5,-100,1568915040000
GAIN,VENDIDO,195,-120,-180,-195,-180,1568917440000
GAIN,VENDIDO,150,-90,-135,-145,-125,1568919240000
GAIN,VENDIDO,110,-95,-120,-100,-100,1568920740000
GAIN,VENDIDO,160,-55,-140,-195,-265,1568921340000
GAIN,VENDIDO,95,-30,-160,-85,-280,1568921640000
LOSS,COMPRADO,105,40,85,75,-5,1568921940000
GAIN,VENDIDO,100,-15,-45,-70,-60,1568922240000
GAIN,COMPRADO,95,20,20,80,110,1568922540000
LOSS,COMPRADO,95,5,60,80,110,1568925840000
LOSS,VENDIDO,90,-20,-45,-70,-55,1568926140000
GAIN,VENDIDO,80,-10,-10,-35,-120,1568981640000
GAIN,COMPRADO,80,60,85,90,130,1568982840000
GAIN,VENDIDO,230,-105,-215,-245,-300,1568985540000
GAIN,COMPRADO,135,105,200,130,160,1568986740000
GAIN,COMPRADO,115,5,55,230,160,1568987040000
GAIN,VENDIDO,145,-95,-130,-205,-40,1568987340000
GAIN,VENDIDO,180,-220,-155,-270,-220,1568988240000
GAIN,COMPRADO,125,35,105,-75,-30,1568988540000
GAIN,VENDIDO,120,-130,-145,-155,-120,1568990340000
GAIN,VENDIDO,105,25,-80,-100,-70,1568990940000
LOSS,VENDIDO,85,5,35,5,-100,1568991240000
LOSS,COMPRADO,115,15,30,40,155,1568991540000
GAIN,COMPRADO,220,45,165,225,200,1568992140000
LOSS,COMPRADO,80,-35,45,95,260,1568992440000
LOSS,COMPRADO,120,20,65,85,110,1568994540000
GAIN,COMPRADO,180,70,110,145,175,1568995140000
GAIN,COMPRADO,100,0,-5,185,235,1568995440000
GAIN,COMPRADO,80,45,50,45,110,1568996040000
GAIN,VENDIDO,85,-65,-80,-110,-40,1568996340000
GAIN,COMPRADO,195,20,-30,-85,165,1568999040000
GAIN,VENDIDO,695,-630,-605,-595,-630,1568999640000
LOSS,COMPRADO,205,155,105,205,135,1569000540000
LOSS,VENDIDO,155,-80,-85,-95,-115,1569001740000
GAIN,COMPRADO,110,85,35,60,55,1569002040000
GAIN,COMPRADO,190,50,175,230,255,1569002340000
GAIN,COMPRADO,155,45,70,-10,210,1569002640000
GAIN,COMPRADO,80,-20,-35,-5,115,1569003840000
GAIN,VENDIDO,135,0,30,-125,-130,1569005940000
GAIN,VENDIDO,100,-15,-20,-55,-100,1569007140000
GAIN,COMPRADO,90,-15,30,70,50,1569009240000
GAIN,VENDIDO,175,-80,-105,-155,-210,1569010140000
GAIN,COMPRADO,95,45,100,105,55,1569012840000
GAIN,VENDIDO,115,-45,-110,-105,-130,1569241140000
GAIN,COMPRADO,125,35,100,120,85,1569243540000
GAIN,COMPRADO,85,30,80,60,50,1569244440000
GAIN,VENDIDO,160,-100,-140,-155,-85,1569244740000
LOSS,COMPRADO,115,90,90,110,60,1569245040000
GAIN,VENDIDO,180,-130,-120,-110,-80,1569245340000
GAIN,COMPRADO,205,140,165,155,145,1569245940000
LOSS,COMPRADO,145,30,140,120,-25,1569246840000
GAIN,VENDIDO,135,-20,-30,-65,-122,1569247140000
GAIN,VENDIDO,140,-120,-85,-175,-140,1569247740000
GAIN,COMPRADO,130,25,25,110,170,1569248940000
GAIN,COMPRADO,115,50,20,55,85,1569250740000
GAIN,COMPRADO,190,150,135,100,170,1569252240000
GAIN,COMPRADO,220,175,205,210,190,1569253140000
GAIN,VENDIDO,95,-15,-20,-115,60,1569253440000
LOSS,VENDIDO,90,30,0,-55,-30,1569255840000
GAIN,VENDIDO,90,10,-20,-20,-95,1569256740000
GAIN,VENDIDO,95,-15,-25,-40,-115,1569258840000
LOSS,VENDIDO,85,-40,-65,-105,-70,1569260040000
GAIN,COMPRADO,125,10,105,120,130,1569260640000
GAIN,VENDIDO,85,-70,-85,-95,-135,1569261240000
GAIN,COMPRADO,105,125,75,95,100,1569266040000
GAIN,VENDIDO,80,-70,-50,-45,-60,1569266940000
LOSS,VENDIDO,102,-15,-15,-105,-105,1569326640000
LOSS,COMPRADO,110,30,30,55,70,1569326940000
GAIN,VENDIDO,105,-85,-85,-110,-100,1569329640000
GAIN,VENDIDO,85,-5,-30,-50,-80,1569330240000
GAIN,VENDIDO,110,-5,-80,-40,-75,1569331140000
GAIN,VENDIDO,305,-200,-315,-400,-355,1569332040000
GAIN,VENDIDO,150,80,-110,-395,-500,1569332340000
LOSS,VENDIDO,520,-530,-565,-485,-560,1569333540000
LOSS,COMPRADO,160,-15,-10,-205,-355,1569333840000
GAIN,COMPRADO,145,70,85,135,140,1569334440000
GAIN,VENDIDO,150,35,-160,-95,-85,1569335040000
GAIN,COMPRADO,105,5,50,100,-35,1569335340000
LOSS,VENDIDO,95,-5,20,-100,-90,1569336840000
GAIN,VENDIDO,120,-100,-110,-140,-140,1569337440000
LOSS,VENDIDO,85,-55,-50,-75,-80,1569339540000
GAIN,VENDIDO,165,70,-125,-200,-245,1569342240000
GAIN,VENDIDO,170,-45,-160,-140,-180,1569342540000
GAIN,VENDIDO,105,-90,-80,-115,-150,1569343140000
